tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
1080,2014-01-31 12:19:00,2014-01-31 12:37:00,28,Stanton St & Chrystie St,40.72229,-73.99147,47,E 20 St & Park Ave,40.73818,-73.98433,20015,Customer,1977,2
300,2014-01-31 23:55:00,2014-02-01 00:00:00,44,St James Pl & Pearl St,40.71117,-74.00016,8,Hudson St & Reade St,40.71534,-74.00915,20003,Subscriber,1987,1
720,2014-01-31 12:21:00,2014-01-31 12:33:00,7,Washington Square E,40.73049,-73.99572,9,W 52 St & 9 Ave,40.7644,-73.9878,20004,Subscriber,1986,1
1500,2014-01-31 13:05:04,2014-01-31 13:30:04,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,41,Grand St & Elizabeth St,40.7185,-73.9972,20052,Customer,1961,1
1680,2014-01-31 16:20:18,2014-01-31 16:48:18,41,Grand St & Elizabeth St,40.7185,-73.9972,44,St James Pl & Pearl St,40.71117,-74.00016,20043,Subscriber,1979,0
480,2014-01-31 23:55:00,2014-02-01 00:03:00,44,St James Pl & Pearl St,40.71117,-74.00016,9,W 52 St & 9 Ave,40.7644,-73.9878,20006,Customer,1956,2
1860,2014-01-31 15:38:06,2014-01-31 16:09:06,7,Washington Square E,40.73049,-73.99572,28,Stanton St & Chrystie St,40.72229,-73.99147,20054,Customer,1977,1
300,2014-01-31 17:00:00,2014-01-31 17:05:00,8,Hudson St & Reade St,40.71534,-74.00915,7,Washington Square E,40.73049,-73.99572,20009,Subscriber,1998,0
840,2014-01-31 08:51:56,2014-01-31 09:05:56,44,St James Pl & Pearl St,40.71117,-74.00016,47,E 20 St & Park Ave,40.73818,-73.98433,20059,Customer,1970,0
360,2014-01-31 10:14:53,2014-01-31 10:20:53,52,E 33 St & 1 Ave,40.74402,-73.97196,28,Stanton St & Chrystie St,40.72229,-73.99147,20073,Customer,2002,1
720,2014-01-31 13:28:00,2014-01-31 13:40:00,52,E 33 St & 1 Ave,40.74402,-73.97196,9,W 52 St & 9 Ave,40.7644,-73.9878,20005,Customer,1999,0
720,2014-01-31 09:00:00,2014-01-31 09:12:00,7,Washington Square E,40.73049,-73.99572,60,Columbus Ave & W 72 St,40.77813,-73.97371,20001,Subscriber,1954,2
1740,2014-01-31 16:58:50,2014-01-31 17:27:50,41,Grand St & Elizabeth St,40.7185,-73.9972,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20079,Subscriber,2001,0
2040,2014-01-31 12:52:41,2014-01-31 13:26:41,44,St James Pl & Pearl St,40.71117,-74.00016,60,Columbus Ave & W 72 St,40.77813,-73.97371,20063,Customer,1974,0
360,2014-01-31 23:55:00,2014-02-01 00:01:00,28,Stanton St & Chrystie St,40.72229,-73.99147,41,Grand St & Elizabeth St,40.7185,-73.9972,20007,Customer,1962,0
1260,2014-01-31 07:44:49,2014-01-31 08:05:49,44,St James Pl & Pearl St,40.71117,-74.00016,52,E 33 St & 1 Ave,40.74402,-73.97196,20034,Subscriber,1951,1
1920,2014-01-31 10:17:13,2014-01-31 10:49:13,9,W 52 St & 9 Ave,40.7644,-73.9878,52,E 33 St & 1 Ave,40.74402,-73.97196,20013,Customer,1953,1
600,2014-01-31 18:20:59,2014-01-31 18:30:59,60,Columbus Ave & W 72 St,40.77813,-73.97371,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20057,Subscriber,1989,1
360,2014-01-31 09:43:39,2014-01-31 09:49:39,44,St James Pl & Pearl St,40.71117,-74.00016,60,Columbus Ave & W 72 St,40.77813,-73.97371,20072,Customer,1962,2
1800,2014-01-31 14:43:04,2014-01-31 15:13:04,9,W 52 St & 9 Ave,40.7644,-73.9878,60,Columbus Ave & W 72 St,40.77813,-73.97371,20065,Subscriber,2001,2
540,2014-01-31 12:00:00,2014-01-31 12:09:00,52,E 33 St & 1 Ave,40.74402,-73.97196,8,Hudson St & Reade St,40.71534,-74.00915,20004,Customer,1952,1
1440,2014-01-31 15:38:02,2014-01-31 16:02:02,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,52,E 33 St & 1 Ave,40.74402,-73.97196,20042,Customer,1984,0
1380,2014-01-31 08:43:36,2014-01-31 09:06:36,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,20011,Subscriber,1998,1
1080,2014-01-31 10:15:44,2014-01-31 10:33:44,28,Stanton St & Chrystie St,40.72229,-73.99147,44,St James Pl & Pearl St,40.71117,-74.00016,20049,Customer,1995,2
1500,2014-01-31 14:43:08,2014-01-31 15:08:08,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20029,Subscriber,1959,2
1860,2014-01-31 18:04:20,2014-01-31 18:35:20,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,52,E 33 St & 1 Ave,40.74402,-73.97196,20033,Subscriber,1972,2
1320,2014-01-31 18:03:51,2014-01-31 18:25:51,9,W 52 St & 9 Ave,40.7644,-73.9878,52,E 33 St & 1 Ave,40.74402,-73.97196,20081,Subscriber,1952,1
720,2014-02-01 00:25:00,2014-02-01 00:37:00,28,Stanton St & Chrystie St,40.72229,-73.99147,8,Hudson St & Reade St,40.71534,-74.00915,20006,Subscriber,2000,2
2100,2014-01-31 17:00:18,2014-01-31 17:35:18,60,Columbus Ave & W 72 St,40.77813,-73.97371,47,E 20 St & Park Ave,40.73818,-73.98433,20056,Customer,2003,2
660,2014-02-01 00:13:00,2014-02-01 00:24:00,41,Grand St & Elizabeth St,40.7185,-73.9972,28,Stanton St & Chrystie St,40.72229,-73.99147,20006,Subscriber,1953,1
2100,2014-01-31 16:01:23,2014-01-31 16:36:23,47,E 20 St & Park Ave,40.73818,-73.98433,28,Stanton St & Chrystie St,40.72229,-73.99147,20019,Subscriber,1987,1
1740,2014-01-31 18:17:53,2014-01-31 18:46:53,8,Hudson St & Reade St,40.71534,-74.00915,41,Grand St & Elizabeth St,40.7185,-73.9972,20045,Customer,1983,1
780,2014-01-31 07:30:01,2014-01-31 07:43:01,9,W 52 St & 9 Ave,40.7644,-73.9878,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20082,Customer,1986,0
540,2014-01-31 09:08:06,2014-01-31 09:17:06,47,E 20 St & Park Ave,40.73818,-73.98433,44,St James Pl & Pearl St,40.71117,-74.00016,20048,Subscriber,2001,1
1200,2014-01-31 18:10:04,2014-01-31 18:30:04,47,E 20 St & Park Ave,40.73818,-73.98433,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20069,Subscriber,1998,0
720,2014-01-31 23:50:00,2014-02-01 00:02:00,52,E 33 St & 1 Ave,40.74402,-73.97196,8,Hudson St & Reade St,40.71534,-74.00915,20008,Customer,1971,0
360,2014-01-31 23:40:00,2014-01-31 23:46:00,60,Columbus Ave & W 72 St,40.77813,-73.97371,7,Washington Square E,40.73049,-73.99572,20000,Subscriber,1999,1
840,2014-01-31 09:17:26,2014-01-31 09:31:26,44,St James Pl & Pearl St,40.71117,-74.00016,52,E 33 St & 1 Ave,40.74402,-73.97196,20012,Subscriber,1994,1
960,2014-01-31 07:38:13,2014-01-31 07:54:13,41,Grand St & Elizabeth St,40.7185,-73.9972,52,E 33 St & 1 Ave,40.74402,-73.97196,20022,Customer,1979,1
1140,2014-01-31 17:04:59,2014-01-31 17:23:59,41,Grand St & Elizabeth St,40.7185,-73.9972,60,Columbus Ave & W 72 St,40.77813,-73.97371,20032,Subscriber,1988,2
1380,2014-01-31 16:08:45,2014-01-31 16:31:45,52,E 33 St & 1 Ave,40.74402,-73.97196,47,E 20 St & Park Ave,40.73818,-73.98433,20031,Customer,1952,1
420,2014-02-01 00:05:00,2014-02-01 00:12:00,9,W 52 St & 9 Ave,40.7644,-73.9878,41,Grand St & Elizabeth St,40.7185,-73.9972,20006,Customer,2000,1
1800,2014-01-31 11:56:53,2014-01-31 12:26:53,47,E 20 St & Park Ave,40.73818,-73.98433,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,20014,Customer,1960,1
1260,2014-01-31 17:17:55,2014-01-31 17:38:55,44,St James Pl & Pearl St,40.71117,-74.00016,60,Columbus Ave & W 72 St,40.77813,-73.97371,20068,Customer,2005,1
720,2014-02-01 00:19:00,2014-02-01 00:31:00,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,7,Washington Square E,40.73049,-73.99572,20007,Customer,1961,2
1800,2014-01-31 15:53:15,2014-01-31 16:23:15,8,Hudson St & Reade St,40.71534,-74.00915,47,E 20 St & Park Ave,40.73818,-73.98433,20030,Customer,2004,1
1440,2014-01-31 14:14:18,2014-01-31 14:38:18,7,Washington Square E,40.73049,-73.99572,41,Grand St & Elizabeth St,40.7185,-73.9972,20041,Customer,1957,2
360,2014-01-31 14:17:44,2014-01-31 14:23:44,33,Greenwich Ave & 8 Ave,40.73902,-74.00264,44,St James Pl & Pearl St,40.71117,-74.00016,20053,Subscriber,1992,1
360,2014-01-31 09:16:23,2014-01-31 09:22:23,8,Hudson St & Reade St,40.71534,-74.00915,60,Columbus Ave & W 72 St,40.77813,-73.97371,20024,Customer,1952,2
720,2014-02-01 00:02:00,2014-02-01 00:14:00,8,Hudson St & Reade St,40.71534,-74.00915,8,Hudson St & Reade St,40.71534,-74.00915,20003,Subscriber,1959,0
