tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
382,2014-01-31 23:57:00,2014-02-01 00:02:22,24,Washington Square E,40.73049393,-73.9957214,28,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:05:00,2014-02-01 00:06:22,28,Washington Square E,40.73049393,-73.9957214,294,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:06:23,2014-02-01 00:07:25,294,Washington Square E,40.73049393,-73.9957214,265,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-01-31 23:57:00,2014-02-01 00:02:22,24,Washington Square E,40.73049393,-73.9957214,28,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:05:00,2014-02-01 00:06:22,28,Washington Square E,40.73049393,-73.9957214,294,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:06:23,2014-02-01 00:07:25,294,Washington Square E,40.73049393,-73.9957214,265,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-01-31 23:57:00,2014-02-01 00:02:22,24,Washington Square E,40.73049393,-73.9957214,28,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:05:00,2014-02-01 00:06:22,28,Washington Square E,40.73049393,-73.9957214,294,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:06:23,2014-02-01 00:07:25,294,Washington Square E,40.73049393,-73.9957214,265,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-01-31 23:57:00,2014-02-01 00:02:22,24,Washington Square E,40.73049393,-73.9957214,28,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:05:00,2014-02-01 00:06:22,28,Washington Square E,40.73049393,-73.9957214,294,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:06:23,2014-02-01 00:07:25,294,Washington Square E,40.73049393,-73.9957214,265,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-01-31 23:57:00,2014-02-01 00:02:22,24,Washington Square E,40.73049393,-73.9957214,28,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:05:00,2014-02-01 00:06:22,28,Washington Square E,40.73049393,-73.9957214,294,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:06:23,2014-02-01 00:07:25,294,Washington Square E,40.73049393,-73.9957214,265,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-01-31 23:57:00,2014-02-01 00:02:22,24,Washington Square E,40.73049393,-73.9957214,28,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:05:00,2014-02-01 00:06:22,28,Washington Square E,40.73049393,-73.9957214,294,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:06:23,2014-02-01 00:07:25,294,Washington Square E,40.73049393,-73.9957214,265,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-01-31 23:57:00,2014-02-01 00:02:22,24,Washington Square E,40.73049393,-73.9957214,28,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:05:00,2014-02-01 00:06:22,28,Washington Square E,40.73049393,-73.9957214,294,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:06:23,2014-02-01 00:07:25,294,Washington Square E,40.73049393,-73.9957214,265,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-01-31 23:57:00,2014-02-01 00:02:22,24,Washington Square E,40.73049393,-73.9957214,28,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:05:00,2014-02-01 00:06:22,28,Washington Square E,40.73049393,-73.9957214,294,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:06:23,2014-02-01 00:07:25,294,Washington Square E,40.73049393,-73.9957214,265,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-01-31 23:57:00,2014-02-01 00:02:22,24,Washington Square E,40.73049393,-73.9957214,28,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:05:00,2014-02-01 00:06:22,28,Washington Square E,40.73049393,-73.9957214,294,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-02-01 00:06:23,2014-02-01 00:07:25,294,Washington Square E,40.73049393,-73.9957214,265,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
382,2014-01-31 23:57:00,2014-02-01 00:02:22,24,Washington Square E,40.73049393,-73.9957214,28,Stanton St & Chrystie St,40.72229346,-73.99147535,21101,Subscriber,1991,1
